id_assinatura,id_cliente,id_plano,data_inicio,data_fim,status,motivo_cancelamento,churn_flag
A00924,C00924,P1,2020-10-17,,Ativa,,0
A00925,C00925,P3,2022-04-07,,Ativa,,0
A00926,C00926,P3,2022-08-11,2023-10-29,Cancelada,Preço,1
A00927,C00927,P2,2021-01-13,2024-04-23,Cancelada,Insatisfação,1
A00928,C00928,P1,2021-06-15,2024-10-23,Cancelada,Atendimento,1
A00929,C00929,P2,2021-03-13,,Ativa,,0
A00930,C00930,P2,2021-09-16,,Ativa,,0
A00931,C00931,P1,2020-11-24,,Ativa,,0
A00932,C00932,P1,2020-08-27,,Ativa,,0
A00933,C00933,P4,2022-06-17,2024-02-13,Cancelada,Preço,1
A00934,C00934,P2,2020-07-25,,Ativa,,0
A00935,C00935,P3,2021-06-18,2024-09-19,Cancelada,Concorrência,1
A00936,C00936,P1,2022-10-29,,Ativa,,0
A00937,C00937,P1,2022-10-07,,Ativa,,0
A00938,C00938,P1,2022-08-26,2025-01-28,Cancelada,Atendimento,1
A00939,C00939,P2,2021-11-04,,Ativa,,0
A00940,C00940,P2,2021-12-31,,Ativa,,0
A00941,C00941,P1,2021-04-25,,Ativa,,0
A00942,C00942,P2,2022-10-02,,Ativa,,0
A00943,C00943,P3,2021-04-14,,Ativa,,0
A00944,C00944,P1,2022-10-05,,Ativa,,0
A00945,C00945,P2,2022-05-11,,Ativa,,0
A00946,C00946,P4,2021-05-02,,Ativa,,0
A00947,C00947,P2,2021-07-13,,Ativa,,0
A00948,C00948,P1,2020-08-28,,Ativa,,0
A00949,C00949,P1,2021-05-13,2025-03-16,Cancelada,Atendimento,1
A00950,C00950,P4,2022-05-14,,Ativa,,0
A00951,C00951,P1,2022-03-26,,Ativa,,0
A00952,C00952,P1,2021-12-21,,Ativa,,0
A00953,C00953,P2,2020-09-05,,Ativa,,0
A00954,C00954,P3,2021-11-10,,Ativa,,0
A00955,C00955,P3,2022-05-23,2023-10-17,Cancelada,Preço,1
A00956,C00956,P2,2021-04-13,,Ativa,,0
A00957,C00957,P2,2021-06-30,2025-04-23,Cancelada,Preço,1
A00958,C00958,P1,2021-08-04,,Ativa,,0
A00959,C00959,P1,2021-08-27,,Ativa,,0
A00960,C00960,P2,2022-09-07,2025-06-20,Cancelada,Insatisfação,1
A00961,C00961,P2,2021-06-26,,Ativa,,0
A00962,C00962,P1,2022-06-02,,Ativa,,0
A00963,C00963,P1,2021-06-25,2025-05-30,Cancelada,Concorrência,1
A00964,C00964,P1,2021-01-10,,Ativa,,0
A00965,C00965,P2,2020-10-23,,Ativa,,0
A00966,C00966,P1,2020-10-18,2024-01-18,Cancelada,Atendimento,1
A00967,C00967,P1,2021-08-04,,Ativa,,0
A00968,C00968,P3,2020-07-19,,Ativa,,0
A00969,C00969,P2,2022-11-02,,Ativa,,0
A00970,C00970,P3,2021-12-20,,Ativa,,0
A00971,C00971,P2,2022-01-03,,Ativa,,0
A00972,C00972,P1,2021-03-20,2023-08-11,Cancelada,Concorrência,1
A00973,C00973,P1,2022-05-24,,Ativa,,0
A00974,C00974,P1,2022-10-31,,Ativa,,0
A00975,C00975,P4,2022-05-06,,Ativa,,0
A00976,C00976,P1,2021-10-28,,Ativa,,0
A00977,C00977,P1,2022-07-22,,Ativa,,0
A00978,C00978,P2,2022-02-23,2023-10-31,Cancelada,Insatisfação,1
A00979,C00979,P1,2021-06-12,,Ativa,,0
A00980,C00980,P1,2021-12-12,2025-02-10,Cancelada,Atendimento,1
A00981,C00981,P1,2020-11-12,2025-02-26,Cancelada,Concorrência,1
A00982,C00982,P1,2022-02-25,,Ativa,,0
A00983,C00983,P3,2021-07-15,,Ativa,,0
A00984,C00984,P1,2022-06-17,,Ativa,,0
A00985,C00985,P2,2021-11-07,,Ativa,,0
A00986,C00986,P1,2021-07-24,,Ativa,,0
A00987,C00987,P2,2020-08-14,,Ativa,,0
A00988,C00988,P1,2022-09-14,,Ativa,,0
A00989,C00989,P3,2022-04-25,,Ativa,,0
A00990,C00990,P3,2021-09-04,,Ativa,,0
A00991,C00991,P4,2022-04-02,,Ativa,,0
A00992,C00992,P1,2022-08-26,,Ativa,,0
A00993,C00993,P1,2021-03-01,,Ativa,,0
A00994,C00994,P2,2022-06-08,,Ativa,,0
A00995,C00995,P2,2021-01-28,,Ativa,,0
A00996,C00996,P2,2020-12-03,,Ativa,,0
A00997,C00997,P4,2021-01-07,,Ativa,,0
A00998,C00998,P2,2021-08-30,,Ativa,,0
A00999,C00999,P3,2022-04-08,,Ativa,,0
A01000,C01000,P3,2022-07-15,,Ativa,,0
A01001,C01001,P2,2020-11-20,,Ativa,,0
A01002,C01002,P1,2021-02-07,,Ativa,,0
A01003,C01003,P1,2021-01-21,,Ativa,,0
A01004,C01004,P1,2022-09-22,,Ativa,,0
A01005,C01005,P1,2021-04-05,2025-06-07,Cancelada,Preço,1
A01006,C01006,P2,2022-06-05,,Ativa,,0
A01007,C01007,P2,2020-09-23,2023-12-18,Cancelada,Insatisfação,1
A01008,C01008,P1,2020-10-15,,Ativa,,0
A01009,C01009,P1,2021-04-02,2024-06-05,Cancelada,Preço,1
A01010,C01010,P2,2021-07-28,,Ativa,,0
A01011,C01011,P4,2022-11-19,2023-11-25,Cancelada,Insatisfação,1
A01012,C01012,P4,2022-09-21,,Ativa,,0
A01013,C01013,P2,2020-10-12,,Ativa,,0
A01014,C01014,P2,2021-09-24,2025-02-05,Cancelada,Preço,1
A01015,C01015,P2,2022-03-10,,Ativa,,0
A01016,C01016,P2,2022-08-05,,Ativa,,0
A01017,C01017,P1,2021-09-25,,Ativa,,0
A01018,C01018,P2,2020-10-23,2023-09-10,Cancelada,Preço,1
A01019,C01019,P1,2020-10-27,,Ativa,,0
A01020,C01020,P1,2021-10-02,,Ativa,,0
A01021,C01021,P1,2022-05-30,2023-07-11,Cancelada,Atendimento,1
A01022,C01022,P1,2021-10-10,,Ativa,,0
A01023,C01023,P1,2022-02-22,2023-12-01,Cancelada,Concorrência,1
A01024,C01024,P2,2021-01-20,,Ativa,,0
A01025,C01025,P1,2020-10-14,,Ativa,,0
A01026,C01026,P1,2020-08-18,,Ativa,,0
A01027,C01027,P4,2020-08-29,,Ativa,,0
A01028,C01028,P3,2022-02-19,,Ativa,,0
A01029,C01029,P2,2021-02-17,,Ativa,,0
A01030,C01030,P3,2021-10-19,,Ativa,,0
A01031,C01031,P3,2020-11-11,,Ativa,,0
A01032,C01032,P3,2022-07-25,,Ativa,,0
A01033,C01033,P2,2022-08-06,,Ativa,,0
A01034,C01034,P4,2022-06-21,,Ativa,,0
A01035,C01035,P2,2021-01-20,,Ativa,,0
A01036,C01036,P2,2022-09-27,,Ativa,,0
A01037,C01037,P3,2020-08-27,,Ativa,,0
A01038,C01038,P1,2021-04-25,2024-07-12,Cancelada,Preço,1
A01039,C01039,P1,2021-04-07,,Ativa,,0
A01040,C01040,P1,2021-01-22,,Ativa,,0
A01041,C01041,P3,2022-07-07,,Ativa,,0
A01042,C01042,P1,2021-03-29,,Ativa,,0
A01043,C01043,P3,2021-07-31,,Ativa,,0
A01044,C01044,P3,2020-12-15,,Ativa,,0
A01045,C01045,P3,2022-11-10,2023-12-26,Cancelada,Preço,1
A01046,C01046,P3,2022-02-16,2024-05-09,Cancelada,Insatisfação,1
A01047,C01047,P3,2020-07-15,2024-02-02,Cancelada,Atendimento,1
A01048,C01048,P2,2020-08-31,,Ativa,,0
A01049,C01049,P3,2021-11-12,,Ativa,,0
A01050,C01050,P2,2021-02-05,2024-10-21,Cancelada,Preço,1
A01051,C01051,P2,2022-08-03,,Ativa,,0
A01052,C01052,P2,2020-09-27,,Ativa,,0
A01053,C01053,P1,2022-07-31,2025-02-26,Cancelada,Insatisfação,1
A01054,C01054,P2,2022-05-31,,Ativa,,0
A01055,C01055,P1,2022-09-28,2024-01-17,Cancelada,Mudança de necessidade,1
A01056,C01056,P3,2021-06-19,2024-03-12,Cancelada,Concorrência,1
A01057,C01057,P1,2022-05-31,,Ativa,,0
A01058,C01058,P1,2022-09-04,,Ativa,,0
A01059,C01059,P1,2021-11-25,2025-02-10,Cancelada,Concorrência,1
A01060,C01060,P1,2021-01-27,2023-04-13,Cancelada,Atendimento,1
A01061,C01061,P2,2021-03-22,,Ativa,,0
A01062,C01062,P1,2022-07-18,,Ativa,,0
A01063,C01063,P3,2022-09-17,,Ativa,,0
A01064,C01064,P1,2021-06-02,,Ativa,,0
A01065,C01065,P2,2020-12-01,,Ativa,,0
A01066,C01066,P2,2021-11-09,,Ativa,,0
A01067,C01067,P1,2021-10-12,,Ativa,,0
A01068,C01068,P3,2022-11-22,2023-04-08,Cancelada,Preço,1
A01069,C01069,P1,2022-06-06,,Ativa,,0
A01070,C01070,P1,2021-03-20,,Ativa,,0
A01071,C01071,P3,2021-05-17,,Ativa,,0
A01072,C01072,P2,2021-11-10,,Ativa,,0
A01073,C01073,P1,2021-09-30,,Ativa,,0
A01074,C01074,P2,2022-01-24,,Ativa,,0
A01075,C01075,P2,2020-11-15,2024-04-25,Cancelada,Atendimento,1
A01076,C01076,P1,2021-09-24,2024-06-25,Cancelada,Insatisfação,1
A01077,C01077,P2,2020-12-18,,Ativa,,0
A01078,C01078,P3,2022-03-27,,Ativa,,0
A01079,C01079,P2,2022-04-16,,Ativa,,0
A01080,C01080,P4,2022-08-09,,Ativa,,0
A01081,C01081,P2,2022-04-28,,Ativa,,0
A01082,C01082,P4,2021-03-10,,Ativa,,0
A01083,C01083,P1,2022-11-27,,Ativa,,0
A01084,C01084,P2,2021-10-08,2023-05-16,Cancelada,Preço,1
A01085,C01085,P1,2021-11-24,,Ativa,,0
A01086,C01086,P2,2020-10-28,,Ativa,,0
A01087,C01087,P1,2021-10-24,,Ativa,,0
A01088,C01088,P4,2021-09-27,2024-05-03,Cancelada,Preço,1
A01089,C01089,P3,2021-07-07,,Ativa,,0
A01090,C01090,P1,2022-10-10,2024-01-12,Cancelada,Concorrência,1
A01091,C01091,P1,2022-09-09,2025-05-21,Cancelada,Insatisfação,1
A01092,C01092,P1,2021-01-19,,Ativa,,0
A01093,C01093,P2,2022-05-23,2024-09-29,Cancelada,Concorrência,1
A01094,C01094,P1,2021-03-11,,Ativa,,0
A01095,C01095,P1,2022-04-19,,Ativa,,0
A01096,C01096,P1,2020-12-04,,Ativa,,0
A01097,C01097,P1,2022-04-29,,Ativa,,0
A01098,C01098,P1,2022-08-10,2025-05-28,Cancelada,Insatisfação,1
A01099,C01099,P3,2020-11-02,,Ativa,,0
A01100,C01100,P1,2021-02-26,,Ativa,,0
A01101,C01101,P2,2022-09-17,,Ativa,,0
A01102,C01102,P1,2021-09-30,,Ativa,,0
A01103,C01103,P3,2021-02-26,,Ativa,,0
A01104,C01104,P4,2020-12-19,,Ativa,,0
A01105,C01105,P4,2020-11-04,,Ativa,,0
A01106,C01106,P1,2021-10-18,,Ativa,,0
A01107,C01107,P1,2020-09-14,,Ativa,,0
A01108,C01108,P3,2022-06-10,,Ativa,,0
A01109,C01109,P1,2022-07-19,2025-05-28,Cancelada,Concorrência,1
A01110,C01110,P1,2021-11-20,2023-06-23,Cancelada,Atendimento,1
A01111,C01111,P1,2022-02-04,,Ativa,,0
A01112,C01112,P1,2021-05-31,,Ativa,,0
A01113,C01113,P1,2021-05-17,2023-06-20,Cancelada,Insatisfação,1
A01114,C01114,P2,2022-04-09,2024-09-29,Cancelada,Atendimento,1
A01115,C01115,P1,2020-08-19,2025-01-08,Cancelada,Insatisfação,1
A01116,C01116,P1,2020-12-29,,Ativa,,0
A01117,C01117,P2,2022-08-22,,Ativa,,0
A01118,C01118,P1,2022-07-20,,Ativa,,0
A01119,C01119,P4,2021-05-26,,Ativa,,0
A01120,C01120,P3,2022-06-27,,Ativa,,0
A01121,C01121,P1,2022-08-19,,Ativa,,0
A01122,C01122,P4,2021-12-06,,Ativa,,0
A01123,C01123,P3,2021-07-17,,Ativa,,0
A01124,C01124,P2,2022-10-19,2023-06-05,Cancelada,Atendimento,1
A01125,C01125,P1,2022-07-02,,Ativa,,0
A01126,C01126,P1,2020-08-24,,Ativa,,0
A01127,C01127,P1,2021-10-29,,Ativa,,0
A01128,C01128,P4,2022-05-30,,Ativa,,0
A01129,C01129,P4,2020-09-11,,Ativa,,0
A01130,C01130,P2,2020-08-13,,Ativa,,0
A01131,C01131,P3,2020-12-13,2023-07-31,Cancelada,Concorrência,1
A01132,C01132,P1,2022-10-02,,Ativa,,0
A01133,C01133,P1,2021-09-27,,Ativa,,0
A01134,C01134,P1,2020-12-20,,Ativa,,0
A01135,C01135,P1,2022-06-24,,Ativa,,0
A01136,C01136,P1,2021-08-08,2025-01-23,Cancelada,Mudança de necessidade,1
A01137,C01137,P3,2020-09-23,,Ativa,,0
A01138,C01138,P1,2021-10-23,,Ativa,,0
A01139,C01139,P2,2021-09-25,,Ativa,,0
A01140,C01140,P4,2022-04-22,2025-03-20,Cancelada,Preço,1
A01141,C01141,P1,2021-08-01,,Ativa,,0
A01142,C01142,P1,2022-09-14,,Ativa,,0
A01143,C01143,P1,2022-08-15,2025-07-11,Cancelada,Insatisfação,1
A01144,C01144,P1,2021-04-28,,Ativa,,0
A01145,C01145,P1,2022-11-24,2024-01-28,Cancelada,Preço,1
A01146,C01146,P3,2021-12-28,,Ativa,,0
A01147,C01147,P3,2021-04-11,,Ativa,,0
A01148,C01148,P2,2020-08-28,,Ativa,,0
A01149,C01149,P3,2020-10-06,,Ativa,,0
A01150,C01150,P2,2022-04-02,,Ativa,,0
A01151,C01151,P4,2020-08-30,,Ativa,,0
A01152,C01152,P4,2021-08-24,2024-05-23,Cancelada,Insatisfação,1
A01153,C01153,P2,2022-09-02,,Ativa,,0
A01154,C01154,P2,2022-07-29,,Ativa,,0
A01155,C01155,P3,2021-09-07,2024-04-19,Cancelada,Preço,1
A01156,C01156,P2,2021-03-07,,Ativa,,0
A01157,C01157,P3,2021-11-13,,Ativa,,0
A01158,C01158,P3,2021-02-13,,Ativa,,0
A01159,C01159,P4,2020-10-07,,Ativa,,0
A01160,C01160,P4,2022-08-07,,Ativa,,0
A01161,C01161,P1,2022-01-09,,Ativa,,0
A01162,C01162,P3,2022-10-08,2023-06-15,Cancelada,Preço,1
A01163,C01163,P2,2022-07-10,,Ativa,,0
A01164,C01164,P2,2022-05-28,,Ativa,,0
A01165,C01165,P3,2022-05-13,,Ativa,,0
A01166,C01166,P1,2021-10-30,,Ativa,,0
A01167,C01167,P3,2021-03-11,,Ativa,,0
A01168,C01168,P3,2022-08-08,,Ativa,,0
A01169,C01169,P4,2021-02-21,,Ativa,,0
A01170,C01170,P1,2021-11-11,2023-08-21,Cancelada,Preço,1
A01171,C01171,P2,2021-11-18,,Ativa,,0
A01172,C01172,P3,2021-10-05,,Ativa,,0
A01173,C01173,P4,2022-08-08,,Ativa,,0
A01174,C01174,P1,2021-02-21,2024-09-06,Cancelada,Insatisfação,1
A01175,C01175,P3,2022-09-02,,Ativa,,0
A01176,C01176,P3,2021-07-05,2023-10-30,Cancelada,Insatisfação,1
A01177,C01177,P3,2021-11-07,,Ativa,,0
A01178,C01178,P3,2022-11-25,,Ativa,,0
A01179,C01179,P1,2021-01-12,,Ativa,,0
A01180,C01180,P1,2020-08-15,2025-02-26,Cancelada,Insatisfação,1
A01181,C01181,P1,2022-05-19,,Ativa,,0
A01182,C01182,P4,2022-01-11,,Ativa,,0
A01183,C01183,P1,2021-02-24,2023-03-29,Cancelada,Concorrência,1
A01184,C01184,P1,2021-09-11,,Ativa,,0
A01185,C01185,P4,2021-04-26,,Ativa,,0
A01186,C01186,P2,2022-02-01,,Ativa,,0
A01187,C01187,P2,2022-09-09,,Ativa,,0
A01188,C01188,P1,2022-02-16,2024-03-31,Cancelada,Concorrência,1
A01189,C01189,P4,2021-10-28,,Ativa,,0
A01190,C01190,P4,2022-01-15,,Ativa,,0
A01191,C01191,P2,2022-10-31,,Ativa,,0
A01192,C01192,P2,2022-07-31,,Ativa,,0
A01193,C01193,P3,2021-11-24,,Ativa,,0
A01194,C01194,P3,2022-05-12,,Ativa,,0
A01195,C01195,P3,2021-06-26,,Ativa,,0
A01196,C01196,P3,2020-09-11,,Ativa,,0
A01197,C01197,P2,2021-09-25,,Ativa,,0
A01198,C01198,P1,2021-08-29,,Ativa,,0
A01199,C01199,P1,2021-12-07,,Ativa,,0
A01200,C01200,P1,2021-11-17,,Ativa,,0
A01201,C01201,P3,2021-08-13,2023-12-17,Cancelada,Concorrência,1
A01202,C01202,P1,2022-02-21,,Ativa,,0
A01203,C01203,P2,2022-05-14,,Ativa,,0
A01204,C01204,P1,2022-01-02,2024-09-22,Cancelada,Insatisfação,1
A01205,C01205,P2,2022-11-28,2024-02-26,Cancelada,Preço,1
A01206,C01206,P2,2022-09-22,,Ativa,,0
A01207,C01207,P1,2021-10-19,,Ativa,,0
A01208,C01208,P1,2020-07-22,2025-01-17,Cancelada,Preço,1
A01209,C01209,P1,2022-01-06,,Ativa,,0
A01210,C01210,P3,2020-12-28,,Ativa,,0
A01211,C01211,P4,2022-03-07,2023-11-19,Cancelada,Concorrência,1
A01212,C01212,P1,2022-01-10,2024-03-14,Cancelada,Insatisfação,1
A01213,C01213,P2,2021-06-10,2025-06-09,Cancelada,Concorrência,1
A01214,C01214,P1,2020-10-09,,Ativa,,0
A01215,C01215,P3,2020-12-21,,Ativa,,0
A01216,C01216,P2,2022-08-17,,Ativa,,0
A01217,C01217,P1,2020-12-07,,Ativa,,0
A01218,C01218,P1,2021-06-25,,Ativa,,0
A01219,C01219,P2,2021-02-07,2024-10-16,Cancelada,Insatisfação,1
A01220,C01220,P1,2021-08-02,,Ativa,,0
A01221,C01221,P1,2022-04-29,,Ativa,,0
A01222,C01222,P2,2020-11-13,,Ativa,,0
A01223,C01223,P1,2021-07-15,2023-04-23,Cancelada,Atendimento,1
A01224,C01224,P4,2021-04-22,,Ativa,,0
A01225,C01225,P3,2021-10-27,,Ativa,,0
A01226,C01226,P1,2022-02-11,,Ativa,,0
A01227,C01227,P1,2022-06-11,2024-04-22,Cancelada,Atendimento,1
A01228,C01228,P1,2022-11-11,,Ativa,,0
A01229,C01229,P3,2021-12-07,,Ativa,,0
A01230,C01230,P1,2020-07-30,2025-02-21,Cancelada,Concorrência,1
A01231,C01231,P1,2021-08-26,,Ativa,,0
A01232,C01232,P1,2020-12-05,,Ativa,,0
A01233,C01233,P1,2020-11-17,,Ativa,,0
A01234,C01234,P1,2021-11-29,,Ativa,,0
A01235,C01235,P4,2021-08-29,,Ativa,,0
A01236,C01236,P1,2022-05-21,,Ativa,,0
A01237,C01237,P1,2021-05-01,2024-05-13,Cancelada,Preço,1
A01238,C01238,P2,2021-03-04,,Ativa,,0
A01239,C01239,P1,2022-10-22,2024-07-25,Cancelada,Insatisfação,1
A01240,C01240,P1,2022-10-12,,Ativa,,0
A01241,C01241,P2,2022-06-27,,Ativa,,0
A01242,C01242,P4,2022-03-23,,Ativa,,0
A01243,C01243,P4,2022-01-18,,Ativa,,0
A01244,C01244,P1,2021-05-14,2024-07-12,Cancelada,Insatisfação,1
A01245,C01245,P2,2022-05-29,,Ativa,,0
A01246,C01246,P1,2021-12-05,2024-11-11,Cancelada,Atendimento,1
A01247,C01247,P4,2020-10-08,,Ativa,,0
A01248,C01248,P3,2021-05-25,,Ativa,,0
A01249,C01249,P2,2020-08-28,,Ativa,,0
A01250,C01250,P3,2020-08-13,,Ativa,,0
A01251,C01251,P1,2021-01-11,,Ativa,,0
A01252,C01252,P3,2022-01-28,,Ativa,,0
A01253,C01253,P1,2022-06-29,,Ativa,,0
A01254,C01254,P2,2022-07-31,,Ativa,,0
A01255,C01255,P3,2022-03-11,,Ativa,,0
A01256,C01256,P1,2022-06-11,2024-01-15,Cancelada,Atendimento,1
A01257,C01257,P2,2021-07-16,,Ativa,,0
A01258,C01258,P3,2021-05-04,,Ativa,,0
A01259,C01259,P3,2021-09-03,2023-10-25,Cancelada,Atendimento,1
A01260,C01260,P2,2021-07-05,,Ativa,,0
A01261,C01261,P1,2021-12-07,,Ativa,,0
A01262,C01262,P3,2021-11-12,,Ativa,,0
A01263,C01263,P2,2022-03-12,,Ativa,,0
A01264,C01264,P2,2022-04-09,,Ativa,,0
A01265,C01265,P1,2022-08-17,,Ativa,,0
A01266,C01266,P1,2021-09-06,,Ativa,,0
A01267,C01267,P1,2021-11-11,2023-07-20,Cancelada,Concorrência,1
A01268,C01268,P2,2021-09-14,,Ativa,,0
A01269,C01269,P2,2022-10-29,,Ativa,,0
A01270,C01270,P3,2021-07-12,,Ativa,,0
A01271,C01271,P1,2022-07-14,2024-04-24,Cancelada,Atendimento,1
A01272,C01272,P2,2022-08-04,,Ativa,,0
A01273,C01273,P1,2020-08-06,,Ativa,,0
A01274,C01274,P1,2021-06-20,,Ativa,,0
A01275,C01275,P2,2021-04-15,,Ativa,,0
A01276,C01276,P1,2022-05-07,,Ativa,,0
A01277,C01277,P1,2021-03-18,2024-10-12,Cancelada,Insatisfação,1
A01278,C01278,P2,2022-02-28,2024-11-06,Cancelada,Preço,1
A01279,C01279,P1,2022-01-26,2023-11-26,Cancelada,Mudança de necessidade,1
A01280,C01280,P3,2021-05-16,,Ativa,,0
A01281,C01281,P2,2021-05-19,,Ativa,,0
A01282,C01282,P1,2022-04-03,,Ativa,,0
A01283,C01283,P3,2021-04-30,,Ativa,,0
A01284,C01284,P1,2022-01-15,,Ativa,,0
A01285,C01285,P1,2021-07-30,2025-01-24,Cancelada,Concorrência,1
A01286,C01286,P3,2021-09-04,2023-04-07,Cancelada,Preço,1
A01287,C01287,P1,2022-01-10,,Ativa,,0
A01288,C01288,P3,2022-07-15,,Ativa,,0
A01289,C01289,P1,2022-10-27,,Ativa,,0
A01290,C01290,P1,2021-11-04,2023-03-31,Cancelada,Insatisfação,1
A01291,C01291,P1,2021-11-04,,Ativa,,0
A01292,C01292,P2,2020-10-12,2023-08-31,Cancelada,Insatisfação,1
A01293,C01293,P4,2022-04-25,,Ativa,,0
A01294,C01294,P2,2020-08-28,,Ativa,,0
A01295,C01295,P4,2021-09-24,,Ativa,,0
A01296,C01296,P1,2022-11-17,2025-03-30,Cancelada,Preço,1
A01297,C01297,P1,2021-10-24,,Ativa,,0
A01298,C01298,P3,2022-01-22,,Ativa,,0
A01299,C01299,P1,2021-08-12,,Ativa,,0
A01300,C01300,P1,2021-05-17,,Ativa,,0
A01301,C01301,P1,2022-07-25,,Ativa,,0
A01302,C01302,P1,2021-09-08,,Ativa,,0
A01303,C01303,P3,2022-03-14,,Ativa,,0
A01304,C01304,P1,2022-09-14,,Ativa,,0
A01305,C01305,P2,2021-02-13,,Ativa,,0
A01306,C01306,P1,2021-08-08,,Ativa,,0
A01307,C01307,P4,2022-11-06,,Ativa,,0
A01308,C01308,P3,2022-04-26,,Ativa,,0
A01309,C01309,P4,2022-09-14,,Ativa,,0
A01310,C01310,P3,2020-09-06,,Ativa,,0
A01311,C01311,P1,2020-07-29,,Ativa,,0
A01312,C01312,P3,2020-12-23,,Ativa,,0
A01313,C01313,P1,2022-09-15,,Ativa,,0
A01314,C01314,P1,2022-03-27,2024-04-14,Cancelada,Insatisfação,1
A01315,C01315,P1,2022-08-04,,Ativa,,0
A01316,C01316,P2,2022-11-17,2024-03-22,Cancelada,Insatisfação,1
A01317,C01317,P2,2022-07-26,,Ativa,,0
A01318,C01318,P1,2021-12-05,2025-01-06,Cancelada,Preço,1
A01319,C01319,P1,2021-04-06,,Ativa,,0
A01320,C01320,P4,2020-11-04,,Ativa,,0
A01321,C01321,P3,2020-08-15,,Ativa,,0
A01322,C01322,P1,2022-06-05,2024-05-09,Cancelada,Atendimento,1
A01323,C01323,P2,2021-05-04,,Ativa,,0
A01324,C01324,P1,2020-08-21,2023-03-19,Cancelada,Atendimento,1
A01325,C01325,P1,2022-02-14,,Ativa,,0
A01326,C01326,P3,2020-10-22,2025-02-01,Cancelada,Preço,1
A01327,C01327,P2,2020-10-21,2023-08-02,Cancelada,Atendimento,1
A01328,C01328,P2,2021-11-19,,Ativa,,0
A01329,C01329,P2,2020-08-04,,Ativa,,0
A01330,C01330,P2,2020-11-13,,Ativa,,0
A01331,C01331,P1,2021-12-24,,Ativa,,0
A01332,C01332,P1,2021-09-15,,Ativa,,0
A01333,C01333,P3,2021-02-21,,Ativa,,0
A01334,C01334,P1,2020-08-21,2024-09-29,Cancelada,Insatisfação,1
A01335,C01335,P1,2020-11-22,2024-03-19,Cancelada,Concorrência,1
A01336,C01336,P1,2021-03-14,,Ativa,,0
A01337,C01337,P2,2022-01-29,2025-01-22,Cancelada,Preço,1
A01338,C01338,P1,2022-04-22,,Ativa,,0
A01339,C01339,P2,2022-06-05,,Ativa,,0
A01340,C01340,P3,2021-03-27,,Ativa,,0
A01341,C01341,P3,2022-10-01,,Ativa,,0
A01342,C01342,P3,2022-03-03,,Ativa,,0
A01343,C01343,P2,2022-06-15,,Ativa,,0
A01344,C01344,P2,2020-11-23,,Ativa,,0
A01345,C01345,P3,2022-09-29,,Ativa,,0
A01346,C01346,P1,2022-02-08,,Ativa,,0
A01347,C01347,P1,2022-10-27,2024-04-15,Cancelada,Preço,1
A01348,C01348,P1,2022-10-29,,Ativa,,0
A01349,C01349,P1,2022-09-07,2024-06-12,Cancelada,Insatisfação,1
A01350,C01350,P3,2020-11-09,,Ativa,,0
A01351,C01351,P3,2021-06-26,,Ativa,,0
A01352,C01352,P4,2022-08-29,,Ativa,,0
A01353,C01353,P3,2022-03-27,,Ativa,,0
A01354,C01354,P3,2022-11-07,,Ativa,,0
A01355,C01355,P2,2022-07-08,,Ativa,,0
A01356,C01356,P2,2020-07-27,,Ativa,,0
A01357,C01357,P1,2022-03-19,,Ativa,,0
A01358,C01358,P2,2020-12-26,,Ativa,,0
A01359,C01359,P4,2022-01-07,,Ativa,,0
A01360,C01360,P2,2022-06-20,,Ativa,,0
A01361,C01361,P1,2021-07-13,,Ativa,,0
A01362,C01362,P1,2021-06-15,2023-04-09,Cancelada,Insatisfação,1
A01363,C01363,P1,2020-12-31,2024-12-19,Cancelada,Mudança de necessidade,1
A01364,C01364,P1,2022-06-17,,Ativa,,0
A01365,C01365,P2,2022-01-17,2024-06-17,Cancelada,Preço,1
A01366,C01366,P1,2021-12-09,,Ativa,,0
A01367,C01367,P1,2021-04-13,,Ativa,,0
A01368,C01368,P2,2022-06-29,,Ativa,,0
A01369,C01369,P1,2021-04-10,,Ativa,,0
A01370,C01370,P4,2022-05-02,,Ativa,,0
A01371,C01371,P3,2022-07-09,,Ativa,,0
A01372,C01372,P4,2021-01-21,,Ativa,,0
A01373,C01373,P1,2020-12-09,2025-03-09,Cancelada,Atendimento,1
A01374,C01374,P1,2021-02-22,2024-02-13,Cancelada,Insatisfação,1
A01375,C01375,P2,2020-12-31,2023-06-20,Cancelada,Preço,1
A01376,C01376,P3,2020-11-17,2023-04-10,Cancelada,Atendimento,1
A01377,C01377,P1,2022-05-16,2023-09-30,Cancelada,Insatisfação,1
A01378,C01378,P1,2022-11-19,2025-07-17,Cancelada,Atendimento,1
A01379,C01379,P1,2022-02-25,,Ativa,,0
A01380,C01380,P2,2020-08-28,,Ativa,,0
A01381,C01381,P1,2022-07-21,,Ativa,,0
A01382,C01382,P2,2022-02-21,2023-11-15,Cancelada,Concorrência,1
A01383,C01383,P3,2020-12-06,,Ativa,,0
A01384,C01384,P4,2022-09-27,,Ativa,,0
A01385,C01385,P2,2021-03-19,,Ativa,,0
A01386,C01386,P2,2021-05-02,,Ativa,,0
A01387,C01387,P1,2021-04-06,,Ativa,,0
A01388,C01388,P2,2020-07-28,2024-11-17,Cancelada,Preço,1
A01389,C01389,P1,2021-05-03,,Ativa,,0
