id_uso,id_cliente,competencia,logins_mes,horas_uso,funcionalidades_usadas
U0102831,C01028,2025-08-01,19,26.2,12
U0102900,C01029,2023-01-01,18,14.5,12
U0102901,C01029,2023-02-01,14,23.4,9
U0102902,C01029,2023-03-01,10,20.7,7
U0102903,C01029,2023-04-01,0,16.2,6
U0102904,C01029,2023-05-01,11,15.3,8
U0102905,C01029,2023-06-01,4,20.9,13
U0102906,C01029,2023-07-01,10,26.0,12
U0102907,C01029,2023-08-01,9,14.9,8
U0102908,C01029,2023-09-01,8,14.7,10
U0102909,C01029,2023-10-01,18,19.3,11
U0102910,C01029,2023-11-01,17,16.3,11
U0102911,C01029,2023-12-01,14,18.9,12
U0102912,C01029,2024-01-01,14,24.3,12
U0102913,C01029,2024-02-01,6,24.5,9
U0102914,C01029,2024-03-01,8,25.7,8
U0102915,C01029,2024-04-01,10,23.1,7
U0102916,C01029,2024-05-01,12,17.2,12
U0102917,C01029,2024-06-01,13,24.7,12
U0102918,C01029,2024-07-01,7,18.8,7
U0102919,C01029,2024-08-01,14,25.5,11
U0102920,C01029,2024-09-01,8,19.0,11
U0102921,C01029,2024-10-01,10,23.6,12
U0102922,C01029,2024-11-01,11,17.9,10
U0102923,C01029,2024-12-01,12,16.7,8
U0102924,C01029,2025-01-01,11,17.7,9
U0102925,C01029,2025-02-01,13,23.8,9
U0102926,C01029,2025-03-01,13,19.9,7
U0102927,C01029,2025-04-01,8,23.3,9
U0102928,C01029,2025-05-01,13,22.9,8
U0102929,C01029,2025-06-01,11,25.1,11
U0102930,C01029,2025-07-01,18,24.1,10
U0102931,C01029,2025-08-01,13,14.3,9
U0103000,C01030,2023-01-01,22,35.3,18
U0103001,C01030,2023-02-01,29,39.5,19
U0103002,C01030,2023-03-01,21,39.9,19
U0103003,C01030,2023-04-01,19,27.2,19
U0103004,C01030,2023-05-01,27,29.6,15
U0103005,C01030,2023-06-01,20,39.6,21
U0103006,C01030,2023-07-01,20,34.1,18
U0103007,C01030,2023-08-01,15,43.3,20
U0103008,C01030,2023-09-01,14,43.2,17
U0103009,C01030,2023-10-01,22,27.7,17
U0103010,C01030,2023-11-01,21,40.3,16
U0103011,C01030,2023-12-01,16,33.9,20
U0103012,C01030,2024-01-01,23,32.9,18
U0103013,C01030,2024-02-01,23,31.5,15
U0103014,C01030,2024-03-01,20,30.2,18
U0103015,C01030,2024-04-01,24,38.7,15
U0103016,C01030,2024-05-01,32,35.8,19
U0103017,C01030,2024-06-01,14,30.0,17
U0103018,C01030,2024-07-01,22,43.1,14
U0103019,C01030,2024-08-01,16,37.1,18
U0103020,C01030,2024-09-01,23,38.4,19
U0103021,C01030,2024-10-01,21,45.3,21
U0103022,C01030,2024-11-01,19,36.3,18
U0103023,C01030,2024-12-01,17,38.0,19
U0103024,C01030,2025-01-01,10,36.6,17
U0103025,C01030,2025-02-01,26,31.6,15
U0103026,C01030,2025-03-01,26,38.6,19
U0103027,C01030,2025-04-01,22,42.0,16
U0103028,C01030,2025-05-01,22,26.1,15
U0103029,C01030,2025-06-01,22,30.5,19
U0103030,C01030,2025-07-01,24,27.1,16
U0103031,C01030,2025-08-01,23,45.7,20
U0103100,C01031,2023-01-01,28,49.0,21
U0103101,C01031,2023-02-01,29,49.4,20
U0103102,C01031,2023-03-01,24,29.4,19
U0103103,C01031,2023-04-01,24,35.9,18
U0103104,C01031,2023-05-01,21,29.1,18
U0103105,C01031,2023-06-01,24,51.7,19
U0103106,C01031,2023-07-01,24,30.6,18
U0103107,C01031,2023-08-01,19,49.1,21
U0103108,C01031,2023-09-01,27,36.6,23
U0103109,C01031,2023-10-01,28,44.3,21
U0103110,C01031,2023-11-01,24,46.0,20
U0103111,C01031,2023-12-01,17,35.5,16
U0103112,C01031,2024-01-01,26,41.9,21
U0103113,C01031,2024-02-01,19,29.6,16
U0103114,C01031,2024-03-01,23,32.7,22
U0103115,C01031,2024-04-01,24,30.0,20
U0103116,C01031,2024-05-01,22,37.6,20
U0103117,C01031,2024-06-01,27,31.0,22
U0103118,C01031,2024-07-01,16,47.7,21
U0103119,C01031,2024-08-01,20,42.3,18
U0103120,C01031,2024-09-01,27,36.4,18
U0103121,C01031,2024-10-01,26,43.1,17
U0103122,C01031,2024-11-01,18,50.2,17
U0103123,C01031,2024-12-01,28,31.2,18
U0103124,C01031,2025-01-01,27,35.8,21
U0103125,C01031,2025-02-01,23,44.3,19
U0103126,C01031,2025-03-01,23,36.8,20
U0103127,C01031,2025-04-01,22,49.0,19
U0103128,C01031,2025-05-01,24,41.6,21
U0103129,C01031,2025-06-01,21,29.4,20
U0103130,C01031,2025-07-01,17,45.3,16
U0103131,C01031,2025-08-01,26,46.6,14
U0103200,C01032,2023-01-01,29,31.9,21
U0103201,C01032,2023-02-01,28,45.2,17
U0103202,C01032,2023-03-01,29,48.3,20
U0103203,C01032,2023-04-01,23,36.6,19
U0103204,C01032,2023-05-01,21,28.1,18
U0103205,C01032,2023-06-01,21,44.5,16
U0103206,C01032,2023-07-01,21,42.8,19
U0103207,C01032,2023-08-01,20,49.5,17
U0103208,C01032,2023-09-01,18,31.7,21
U0103209,C01032,2023-10-01,18,45.6,21
U0103210,C01032,2023-11-01,24,46.7,20
U0103211,C01032,2023-12-01,30,36.6,18
U0103212,C01032,2024-01-01,23,30.6,23
U0103213,C01032,2024-02-01,18,33.6,18
U0103214,C01032,2024-03-01,16,30.2,19
U0103215,C01032,2024-04-01,27,38.1,18
U0103216,C01032,2024-05-01,24,30.3,21
U0103217,C01032,2024-06-01,19,27.9,23
U0103218,C01032,2024-07-01,30,32.0,19
U0103219,C01032,2024-08-01,24,38.6,21
U0103220,C01032,2024-09-01,18,31.4,20
U0103221,C01032,2024-10-01,20,34.9,20
U0103222,C01032,2024-11-01,25,34.4,18
U0103223,C01032,2024-12-01,23,31.9,18
U0103224,C01032,2025-01-01,18,38.2,20
U0103225,C01032,2025-02-01,23,43.8,19
U0103226,C01032,2025-03-01,26,41.2,18
U0103227,C01032,2025-04-01,24,46.8,17
U0103228,C01032,2025-05-01,16,42.5,17
U0103229,C01032,2025-06-01,20,33.8,20
U0103230,C01032,2025-07-01,20,46.5,17
U0103231,C01032,2025-08-01,22,46.4,17
U0103300,C01033,2023-01-01,25,43.5,19
U0103301,C01033,2023-02-01,22,41.0,15
U0103302,C01033,2023-03-01,24,42.1,20
U0103303,C01033,2023-04-01,32,28.2,16
U0103304,C01033,2023-05-01,26,41.9,18
U0103305,C01033,2023-06-01,19,29.2,21
U0103306,C01033,2023-07-01,26,36.3,17
U0103307,C01033,2023-08-01,31,32.1,20
U0103308,C01033,2023-09-01,21,45.8,19
U0103309,C01033,2023-10-01,24,33.4,21
U0103310,C01033,2023-11-01,17,47.8,17
U0103311,C01033,2023-12-01,26,44.2,19
U0103312,C01033,2024-01-01,28,34.2,18
U0103313,C01033,2024-02-01,17,45.5,20
U0103314,C01033,2024-03-01,26,30.2,17
U0103315,C01033,2024-04-01,15,38.7,17
U0103316,C01033,2024-05-01,20,33.2,15
U0103317,C01033,2024-06-01,24,45.7,22
U0103318,C01033,2024-07-01,24,42.3,19
U0103319,C01033,2024-08-01,30,31.0,18
U0103320,C01033,2024-09-01,23,43.4,20
U0103321,C01033,2024-10-01,23,34.3,20
U0103322,C01033,2024-11-01,21,41.8,16
U0103323,C01033,2024-12-01,19,45.4,15
U0103324,C01033,2025-01-01,26,26.0,18
U0103325,C01033,2025-02-01,21,32.4,19
U0103326,C01033,2025-03-01,27,46.0,19
U0103327,C01033,2025-04-01,20,48.1,17
U0103328,C01033,2025-05-01,25,44.0,17
U0103329,C01033,2025-06-01,26,46.8,17
U0103330,C01033,2025-07-01,17,29.6,20
U0103331,C01033,2025-08-01,30,28.1,20
U0103400,C01034,2023-01-01,11,23.9,16
U0103401,C01034,2023-02-01,22,24.9,17
U0103402,C01034,2023-03-01,20,39.5,16
U0103403,C01034,2023-04-01,24,29.3,16
U0103404,C01034,2023-05-01,25,30.7,19
U0103405,C01034,2023-06-01,15,38.7,15
U0103406,C01034,2023-07-01,21,36.9,15
U0103407,C01034,2023-08-01,22,24.3,22
U0103408,C01034,2023-09-01,16,25.5,16
U0103409,C01034,2023-10-01,17,36.4,17
U0103410,C01034,2023-11-01,26,41.0,15
U0103411,C01034,2023-12-01,27,33.3,20
U0103412,C01034,2024-01-01,18,40.6,16
U0103413,C01034,2024-02-01,22,26.4,16
U0103414,C01034,2024-03-01,16,24.6,20
U0103415,C01034,2024-04-01,17,27.1,20
U0103416,C01034,2024-05-01,20,40.5,16
U0103417,C01034,2024-06-01,24,24.3,16
U0103418,C01034,2024-07-01,15,32.7,15
U0103419,C01034,2024-08-01,19,31.7,16
U0103420,C01034,2024-09-01,23,33.0,17
U0103421,C01034,2024-10-01,21,35.0,17
U0103422,C01034,2024-11-01,21,38.3,13
U0103423,C01034,2024-12-01,19,35.6,15
U0103424,C01034,2025-01-01,22,30.2,15
U0103425,C01034,2025-02-01,21,30.5,18
U0103426,C01034,2025-03-01,15,36.4,15
U0103427,C01034,2025-04-01,20,43.5,15
U0103428,C01034,2025-05-01,23,38.1,16
U0103429,C01034,2025-06-01,18,34.2,21
U0103430,C01034,2025-07-01,21,40.4,19
U0103431,C01034,2025-08-01,19,30.8,16
U0103500,C01035,2023-01-01,8,29.8,12
U0103501,C01035,2023-02-01,16,29.9,12
U0103502,C01035,2023-03-01,14,32.2,15
U0103503,C01035,2023-04-01,20,31.4,8
U0103504,C01035,2023-05-01,21,25.2,11
U0103505,C01035,2023-06-01,18,24.4,12
U0103506,C01035,2023-07-01,18,32.1,13
U0103507,C01035,2023-08-01,11,20.5,12
U0103508,C01035,2023-09-01,11,23.9,15
U0103509,C01035,2023-10-01,11,22.2,14
U0103510,C01035,2023-11-01,15,29.0,13
U0103511,C01035,2023-12-01,16,21.9,15
U0103512,C01035,2024-01-01,16,28.0,14
U0103513,C01035,2024-02-01,20,30.7,9
U0103514,C01035,2024-03-01,17,30.6,12
U0103515,C01035,2024-04-01,15,23.2,8
U0103516,C01035,2024-05-01,10,31.3,14
U0103517,C01035,2024-06-01,18,32.5,11
U0103518,C01035,2024-07-01,16,23.3,12
U0103519,C01035,2024-08-01,20,21.0,12
U0103520,C01035,2024-09-01,16,31.9,15
U0103521,C01035,2024-10-01,14,23.5,11
U0103522,C01035,2024-11-01,10,28.7,12
U0103523,C01035,2024-12-01,13,31.6,10
U0103524,C01035,2025-01-01,11,21.3,10
U0103525,C01035,2025-02-01,13,24.8,15
U0103526,C01035,2025-03-01,12,32.3,11
U0103527,C01035,2025-04-01,10,30.6,11
U0103528,C01035,2025-05-01,21,17.7,15
U0103529,C01035,2025-06-01,7,17.9,14
U0103530,C01035,2025-07-01,17,25.8,13
U0103531,C01035,2025-08-01,16,24.8,13
U0103600,C01036,2023-01-01,12,21.5,11
U0103601,C01036,2023-02-01,14,20.4,9
U0103602,C01036,2023-03-01,10,16.3,11
U0103603,C01036,2023-04-01,15,22.2,8
U0103604,C01036,2023-05-01,6,21.4,7
U0103605,C01036,2023-06-01,4,14.3,6
U0103606,C01036,2023-07-01,11,21.0,7
U0103607,C01036,2023-08-01,11,19.6,11
U0103608,C01036,2023-09-01,8,17.1,10
U0103609,C01036,2023-10-01,16,20.2,8
U0103610,C01036,2023-11-01,14,18.9,11
U0103611,C01036,2023-12-01,16,15.6,10
U0103612,C01036,2024-01-01,11,12.5,6
U0103613,C01036,2024-02-01,16,15.7,9
U0103614,C01036,2024-03-01,6,17.9,8
U0103615,C01036,2024-04-01,7,18.0,9
U0103616,C01036,2024-05-01,12,18.0,11
U0103617,C01036,2024-06-01,13,14.5,12
U0103618,C01036,2024-07-01,10,15.6,7
U0103619,C01036,2024-08-01,0,12.8,9
U0103620,C01036,2024-09-01,6,12.7,7
U0103621,C01036,2024-10-01,9,16.2,7
U0103622,C01036,2024-11-01,12,15.5,8
U0103623,C01036,2024-12-01,6,14.8,6
U0103624,C01036,2025-01-01,7,18.3,7
U0103625,C01036,2025-02-01,12,19.9,11
U0103626,C01036,2025-03-01,16,18.7,8
U0103627,C01036,2025-04-01,9,19.6,4
U0103628,C01036,2025-05-01,15,16.8,10
U0103629,C01036,2025-06-01,9,13.9,10
U0103630,C01036,2025-07-01,13,18.8,13
U0103631,C01036,2025-08-01,11,18.7,10
U0103700,C01037,2023-01-01,19,33.4,18
U0103701,C01037,2023-02-01,26,48.7,21
U0103702,C01037,2023-03-01,21,34.6,18
U0103703,C01037,2023-04-01,20,48.7,23
U0103704,C01037,2023-05-01,25,49.4,21
U0103705,C01037,2023-06-01,28,50.5,24
U0103706,C01037,2023-07-01,25,46.5,19
U0103707,C01037,2023-08-01,23,41.4,19
U0103708,C01037,2023-09-01,23,50.3,20
U0103709,C01037,2023-10-01,25,36.3,18
U0103710,C01037,2023-11-01,19,41.5,16
U0103711,C01037,2023-12-01,18,40.2,17
U0103712,C01037,2024-01-01,26,39.5,20
U0103713,C01037,2024-02-01,26,36.1,17
U0103714,C01037,2024-03-01,23,45.2,19
U0103715,C01037,2024-04-01,31,50.6,21
U0103716,C01037,2024-05-01,27,34.0,18
U0103717,C01037,2024-06-01,20,50.3,18
U0103718,C01037,2024-07-01,29,36.3,24
U0103719,C01037,2024-08-01,16,49.2,19
U0103720,C01037,2024-09-01,25,43.2,19
U0103721,C01037,2024-10-01,25,30.4,19
U0103722,C01037,2024-11-01,18,29.4,22
U0103723,C01037,2024-12-01,25,49.5,19
U0103724,C01037,2025-01-01,25,36.4,17
U0103725,C01037,2025-02-01,23,46.8,19
U0103726,C01037,2025-03-01,21,46.4,17
U0103727,C01037,2025-04-01,26,50.1,23
U0103728,C01037,2025-05-01,26,34.1,17
U0103729,C01037,2025-06-01,25,47.9,20
U0103730,C01037,2025-07-01,21,51.0,16
U0103731,C01037,2025-08-01,26,31.2,21
U0103800,C01038,2023-01-01,10,20.2,14
U0103801,C01038,2023-02-01,26,20.0,10
U0103802,C01038,2023-03-01,18,29.8,13
U0103803,C01038,2023-04-01,17,23.7,10
U0103804,C01038,2023-05-01,18,29.3,13
U0103805,C01038,2023-06-01,16,31.8,14
U0103806,C01038,2023-07-01,14,31.5,12
U0103807,C01038,2023-08-01,16,34.3,8
U0103808,C01038,2023-09-01,21,36.3,11
U0103809,C01038,2023-10-01,15,31.8,11
U0103810,C01038,2023-11-01,15,36.1,11
U0103811,C01038,2023-12-01,24,28.1,15
U0103812,C01038,2024-01-01,14,25.3,14
U0103813,C01038,2024-02-01,20,25.9,19
U0103814,C01038,2024-03-01,12,36.3,14
U0103815,C01038,2024-04-01,12,21.7,15
U0103816,C01038,2024-05-01,7,12.2,6
U0103817,C01038,2024-06-01,3,8.8,3
U0103818,C01038,2024-07-01,1,4.4,1
U0103900,C01039,2023-01-01,22,27.7,16
U0103901,C01039,2023-02-01,21,41.5,16
U0103902,C01039,2023-03-01,26,30.9,15
U0103903,C01039,2023-04-01,17,37.2,16
U0103904,C01039,2023-05-01,17,31.9,15
U0103905,C01039,2023-06-01,15,37.5,17
U0103906,C01039,2023-07-01,18,32.9,17
U0103907,C01039,2023-08-01,26,31.9,15
U0103908,C01039,2023-09-01,16,41.1,16
U0103909,C01039,2023-10-01,22,27.1,16
U0103910,C01039,2023-11-01,24,40.6,20
U0103911,C01039,2023-12-01,18,32.1,16
U0103912,C01039,2024-01-01,23,33.2,17
U0103913,C01039,2024-02-01,12,29.7,20
U0103914,C01039,2024-03-01,19,42.3,18
U0103915,C01039,2024-04-01,19,34.9,14
U0103916,C01039,2024-05-01,15,32.6,18
U0103917,C01039,2024-06-01,18,38.0,16
U0103918,C01039,2024-07-01,26,37.8,19
U0103919,C01039,2024-08-01,30,24.4,18
U0103920,C01039,2024-09-01,20,40.6,13
U0103921,C01039,2024-10-01,25,41.7,15
U0103922,C01039,2024-11-01,16,34.5,16
U0103923,C01039,2024-12-01,19,36.0,16
U0103924,C01039,2025-01-01,22,30.1,14
U0103925,C01039,2025-02-01,23,33.2,16
U0103926,C01039,2025-03-01,17,25.8,16
U0103927,C01039,2025-04-01,24,27.7,14
U0103928,C01039,2025-05-01,17,35.6,16
U0103929,C01039,2025-06-01,18,34.4,15
U0103930,C01039,2025-07-01,19,34.3,15
U0103931,C01039,2025-08-01,14,36.2,15
U0104000,C01040,2023-01-01,22,33.0,18
U0104001,C01040,2023-02-01,26,28.7,17
U0104002,C01040,2023-03-01,15,38.7,16
U0104003,C01040,2023-04-01,20,41.0,19
U0104004,C01040,2023-05-01,25,43.6,17
U0104005,C01040,2023-06-01,22,44.3,16
U0104006,C01040,2023-07-01,31,27.0,18
U0104007,C01040,2023-08-01,13,40.3,16
U0104008,C01040,2023-09-01,22,31.5,17
U0104009,C01040,2023-10-01,20,36.8,15
U0104010,C01040,2023-11-01,19,30.1,16
U0104011,C01040,2023-12-01,19,40.3,21
U0104012,C01040,2024-01-01,17,38.0,16
U0104013,C01040,2024-02-01,12,39.0,14
U0104014,C01040,2024-03-01,24,44.5,20
U0104015,C01040,2024-04-01,22,34.7,19
U0104016,C01040,2024-05-01,19,38.8,18
U0104017,C01040,2024-06-01,23,42.0,18
U0104018,C01040,2024-07-01,23,43.0,17
U0104019,C01040,2024-08-01,20,40.9,18
U0104020,C01040,2024-09-01,19,29.0,18
U0104021,C01040,2024-10-01,23,31.5,17
U0104022,C01040,2024-11-01,27,36.8,15
U0104023,C01040,2024-12-01,26,38.6,16
U0104024,C01040,2025-01-01,27,28.6,18
U0104025,C01040,2025-02-01,19,29.7,14
U0104026,C01040,2025-03-01,22,27.4,10
U0104027,C01040,2025-04-01,24,28.3,18
U0104028,C01040,2025-05-01,16,29.0,16
U0104029,C01040,2025-06-01,26,33.7,17
U0104030,C01040,2025-07-01,20,31.2,17
U0104031,C01040,2025-08-01,22,29.3,18
U0104100,C01041,2023-01-01,27,42.8,20
U0104101,C01041,2023-02-01,20,36.0,23
U0104102,C01041,2023-03-01,31,29.9,20
U0104103,C01041,2023-04-01,23,37.1,19
U0104104,C01041,2023-05-01,28,33.3,16
U0104105,C01041,2023-06-01,20,37.5,22
U0104106,C01041,2023-07-01,25,49.8,19
U0104107,C01041,2023-08-01,18,48.6,17
U0104108,C01041,2023-09-01,31,39.0,21
U0104109,C01041,2023-10-01,26,47.7,20
U0104110,C01041,2023-11-01,22,46.1,21
U0104111,C01041,2023-12-01,18,42.3,21
U0104112,C01041,2024-01-01,25,44.4,16
U0104113,C01041,2024-02-01,27,44.1,22
U0104114,C01041,2024-03-01,23,46.6,16
U0104115,C01041,2024-04-01,25,46.3,19
U0104116,C01041,2024-05-01,27,33.7,18
U0104117,C01041,2024-06-01,20,45.8,16
U0104118,C01041,2024-07-01,26,49.5,21
U0104119,C01041,2024-08-01,30,51.7,20
U0104120,C01041,2024-09-01,27,35.7,23
U0104121,C01041,2024-10-01,30,49.7,22
U0104122,C01041,2024-11-01,23,30.2,20
U0104123,C01041,2024-12-01,23,33.8,19
U0104124,C01041,2025-01-01,28,48.4,19
U0104125,C01041,2025-02-01,15,38.2,20
U0104126,C01041,2025-03-01,24,34.8,18
U0104127,C01041,2025-04-01,22,48.7,16
U0104128,C01041,2025-05-01,26,49.9,17
U0104129,C01041,2025-06-01,26,50.0,21
U0104130,C01041,2025-07-01,22,44.2,18
U0104131,C01041,2025-08-01,23,50.2,19
U0104200,C01042,2023-01-01,5,12.7,10
U0104201,C01042,2023-02-01,10,10.7,7
U0104202,C01042,2023-03-01,10,15.8,7
U0104203,C01042,2023-04-01,1,12.2,9
U0104204,C01042,2023-05-01,0,15.9,6
U0104205,C01042,2023-06-01,9,14.4,4
U0104206,C01042,2023-07-01,13,9.8,5
U0104207,C01042,2023-08-01,7,14.6,7
U0104208,C01042,2023-09-01,7,10.4,8
U0104209,C01042,2023-10-01,8,16.2,2
U0104210,C01042,2023-11-01,12,11.1,7
U0104211,C01042,2023-12-01,8,9.9,5
U0104212,C01042,2024-01-01,12,14.7,8
U0104213,C01042,2024-02-01,7,12.5,6
U0104214,C01042,2024-03-01,9,10.4,6
U0104215,C01042,2024-04-01,6,13.0,4
U0104216,C01042,2024-05-01,10,9.8,8
U0104217,C01042,2024-06-01,4,15.2,5
U0104218,C01042,2024-07-01,5,15.2,4
U0104219,C01042,2024-08-01,13,10.1,8
U0104220,C01042,2024-09-01,8,16.2,7
U0104221,C01042,2024-10-01,4,10.2,4
U0104222,C01042,2024-11-01,12,9.7,6
U0104223,C01042,2024-12-01,3,9.6,6
U0104224,C01042,2025-01-01,12,16.9,4
U0104225,C01042,2025-02-01,10,11.4,6
U0104226,C01042,2025-03-01,13,13.0,6
U0104227,C01042,2025-04-01,4,11.2,4
U0104228,C01042,2025-05-01,9,11.9,4
U0104229,C01042,2025-06-01,10,14.8,5
U0104230,C01042,2025-07-01,6,14.3,6
U0104231,C01042,2025-08-01,9,17.2,7
U0104300,C01043,2023-01-01,25,44.7,22
U0104301,C01043,2023-02-01,24,39.6,18
U0104302,C01043,2023-03-01,29,37.1,18
U0104303,C01043,2023-04-01,31,29.1,19
U0104304,C01043,2023-05-01,22,33.2,22
U0104305,C01043,2023-06-01,25,37.2,22
U0104306,C01043,2023-07-01,27,50.6,20
U0104307,C01043,2023-08-01,24,42.3,21
U0104308,C01043,2023-09-01,26,46.5,19
U0104309,C01043,2023-10-01,35,43.1,17
U0104310,C01043,2023-11-01,24,45.8,19
U0104311,C01043,2023-12-01,32,37.7,18
U0104312,C01043,2024-01-01,24,28.4,20
U0104313,C01043,2024-02-01,23,41.9,17
U0104314,C01043,2024-03-01,30,34.3,13
U0104315,C01043,2024-04-01,20,40.5,18
U0104316,C01043,2024-05-01,20,48.8,22
U0104317,C01043,2024-06-01,29,45.2,18
U0104318,C01043,2024-07-01,21,28.9,14
U0104319,C01043,2024-08-01,22,39.2,19
U0104320,C01043,2024-09-01,20,51.0,18
U0104321,C01043,2024-10-01,19,30.0,22
U0104322,C01043,2024-11-01,33,35.5,20
U0104323,C01043,2024-12-01,23,39.0,16
U0104324,C01043,2025-01-01,23,37.2,21
U0104325,C01043,2025-02-01,24,44.1,17
U0104326,C01043,2025-03-01,24,35.5,23
U0104327,C01043,2025-04-01,32,50.9,17
U0104328,C01043,2025-05-01,26,42.9,21
U0104329,C01043,2025-06-01,17,43.6,19
U0104330,C01043,2025-07-01,24,45.3,21
U0104331,C01043,2025-08-01,25,33.6,21
U0104400,C01044,2023-01-01,10,27.3,10
U0104401,C01044,2023-02-01,19,22.1,13
U0104402,C01044,2023-03-01,10,17.4,10
U0104403,C01044,2023-04-01,14,19.8,9
U0104404,C01044,2023-05-01,16,24.7,10
U0104405,C01044,2023-06-01,19,23.7,12
U0104406,C01044,2023-07-01,11,24.4,9
U0104407,C01044,2023-08-01,10,21.3,10
U0104408,C01044,2023-09-01,4,26.8,9
U0104409,C01044,2023-10-01,9,23.4,10
U0104410,C01044,2023-11-01,24,18.7,10
U0104411,C01044,2023-12-01,8,23.2,10
U0104412,C01044,2024-01-01,11,15.8,13
U0104413,C01044,2024-02-01,11,27.2,9
U0104414,C01044,2024-03-01,11,18.7,11
U0104415,C01044,2024-04-01,15,26.2,12
U0104416,C01044,2024-05-01,11,17.1,10
U0104417,C01044,2024-06-01,11,17.3,9
U0104418,C01044,2024-07-01,18,23.1,11
U0104419,C01044,2024-08-01,10,18.0,8
U0104420,C01044,2024-09-01,9,26.2,9
U0104421,C01044,2024-10-01,18,27.3,11
U0104422,C01044,2024-11-01,12,18.4,17
U0104423,C01044,2024-12-01,6,19.2,11
U0104424,C01044,2025-01-01,13,17.8,9
U0104425,C01044,2025-02-01,19,15.9,11
U0104426,C01044,2025-03-01,11,24.2,10
U0104427,C01044,2025-04-01,18,24.7,13
U0104428,C01044,2025-05-01,12,27.5,11
U0104429,C01044,2025-06-01,13,26.1,13
U0104430,C01044,2025-07-01,17,21.1,5
U0104431,C01044,2025-08-01,9,15.9,9
U0104500,C01045,2023-01-01,17,38.9,17
U0104501,C01045,2023-02-01,15,21.6,16
U0104502,C01045,2023-03-01,24,31.0,13
U0104503,C01045,2023-04-01,20,33.3,14
U0104504,C01045,2023-05-01,25,35.5,13
U0104505,C01045,2023-06-01,18,33.5,19
U0104506,C01045,2023-07-01,25,21.8,14
U0104507,C01045,2023-08-01,13,36.8,17
U0104508,C01045,2023-09-01,31,36.4,16
U0104509,C01045,2023-10-01,11,11.1,2
U0104510,C01045,2023-11-01,1,9.2,6
U0104511,C01045,2023-12-01,8,3.9,4
U0104600,C01046,2023-01-01,20,43.2,19
U0104601,C01046,2023-02-01,19,43.7,22
U0104602,C01046,2023-03-01,25,38.1,21
U0104603,C01046,2023-04-01,26,30.6,17
U0104604,C01046,2023-05-01,24,50.3,19
U0104605,C01046,2023-06-01,28,33.8,16
U0104606,C01046,2023-07-01,22,44.9,20
U0104607,C01046,2023-08-01,29,29.5,18
U0104608,C01046,2023-09-01,27,32.3,21
U0104609,C01046,2023-10-01,24,30.7,19
U0104610,C01046,2023-11-01,23,51.6,20
U0104611,C01046,2023-12-01,21,35.5,20
U0104612,C01046,2024-01-01,26,51.0,19
U0104613,C01046,2024-02-01,23,28.4,21
U0104614,C01046,2024-03-01,4,11.5,7
U0104615,C01046,2024-04-01,5,8.6,6
U0104616,C01046,2024-05-01,6,3.8,1
U0104700,C01047,2023-01-01,21,31.2,13
U0104701,C01047,2023-02-01,19,25.9,12
U0104702,C01047,2023-03-01,14,27.0,12
U0104703,C01047,2023-04-01,16,24.3,15
U0104704,C01047,2023-05-01,9,27.9,15
U0104705,C01047,2023-06-01,14,24.0,16
U0104706,C01047,2023-07-01,11,34.4,16
U0104707,C01047,2023-08-01,20,31.7,14
U0104708,C01047,2023-09-01,14,24.5,15
U0104709,C01047,2023-10-01,20,32.5,14
U0104710,C01047,2023-11-01,11,32.6,13
U0104711,C01047,2023-12-01,9,10.1,3
U0104712,C01047,2024-01-01,8,6.0,5
U0104713,C01047,2024-02-01,3,2.8,0
U0104800,C01048,2023-01-01,15,29.1,16
U0104801,C01048,2023-02-01,24,22.8,12
U0104802,C01048,2023-03-01,14,27.3,11
U0104803,C01048,2023-04-01,13,32.5,14
U0104804,C01048,2023-05-01,19,23.7,17
U0104805,C01048,2023-06-01,14,25.4,13
U0104806,C01048,2023-07-01,17,35.9,15
U0104807,C01048,2023-08-01,19,22.5,15
U0104808,C01048,2023-09-01,16,37.1,12
U0104809,C01048,2023-10-01,17,33.6,12
U0104810,C01048,2023-11-01,15,24.0,16
U0104811,C01048,2023-12-01,17,34.1,12
U0104812,C01048,2024-01-01,14,36.4,14
U0104813,C01048,2024-02-01,21,34.0,13
U0104814,C01048,2024-03-01,16,23.6,12
U0104815,C01048,2024-04-01,11,36.8,12
U0104816,C01048,2024-05-01,20,21.3,18
U0104817,C01048,2024-06-01,23,29.8,14
U0104818,C01048,2024-07-01,18,22.9,15
U0104819,C01048,2024-08-01,19,35.9,16
U0104820,C01048,2024-09-01,17,30.0,13
U0104821,C01048,2024-10-01,18,24.5,15
U0104822,C01048,2024-11-01,17,34.9,21
U0104823,C01048,2024-12-01,18,36.8,14
U0104824,C01048,2025-01-01,15,29.3,8
U0104825,C01048,2025-02-01,27,36.6,11
U0104826,C01048,2025-03-01,21,27.2,12
U0104827,C01048,2025-04-01,14,32.1,14
U0104828,C01048,2025-05-01,20,22.3,13
U0104829,C01048,2025-06-01,13,22.1,13
U0104830,C01048,2025-07-01,23,20.2,14
U0104831,C01048,2025-08-01,18,34.8,13
U0104900,C01049,2023-01-01,6,10.7,8
U0104901,C01049,2023-02-01,8,11.2,6
U0104902,C01049,2023-03-01,0,8.9,2
U0104903,C01049,2023-04-01,9,7.0,2
U0104904,C01049,2023-05-01,12,7.6,2
U0104905,C01049,2023-06-01,13,7.8,4
